productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
528,20221215,20221227,20221222,19267,1,6,SO73104,1.87,4.99
480,20221215,20221227,20221222,19267,1,6,SO73104,0.86,2.29
538,20221215,20221227,20221222,26431,1,6,SO73105,8.04,21.49
480,20221215,20221227,20221222,26431,1,6,SO73105,0.86,2.29
538,20221215,20221227,20221222,20607,1,6,SO73106,8.04,21.49
480,20221215,20221227,20221222,20607,1,6,SO73106,0.86,2.29
217,20221215,20221227,20221222,15602,1,6,SO73107,13.09,34.99
479,20221215,20221227,20221222,20212,1,6,SO73108,3.36,8.99
477,20221215,20221227,20221222,20212,1,6,SO73108,1.87,4.99
489,20221215,20221227,20221222,20212,1,6,SO73108,41.57,53.99
225,20221215,20221227,20221222,20212,1,6,SO73108,6.92,8.99
465,20221215,20221227,20221222,14054,1,6,SO73109,9.16,24.49
587,20221215,20221227,20221222,18620,1,98,SO73110,419.78,769.49
231,20221215,20221227,20221222,18620,1,98,SO73110,38.49,49.99
588,20221215,20221227,20221222,16554,1,98,SO73111,419.78,769.49
478,20221215,20221227,20221222,16554,1,98,SO73111,3.74,9.99
477,20221215,20221227,20221222,16554,1,98,SO73111,1.87,4.99
463,20221215,20221227,20221222,16554,1,98,SO73111,9.16,24.49
353,20221215,20221227,20221222,15669,2,98,SO73112,"1,265.62",2319.99
357,20221215,20221227,20221222,20592,1,98,SO73113,"1,265.62",2319.99
480,20221215,20221227,20221222,20592,1,98,SO73113,0.86,2.29
484,20221215,20221227,20221222,20592,1,98,SO73113,2.97,7.95
353,20221215,20221227,20221222,20866,2,98,SO73114,"1,265.62",2319.99
487,20221215,20221227,20221222,20866,1,98,SO73114,20.57,54.99
353,20221215,20221227,20221222,20575,2,98,SO73115,"1,265.62",2319.99
485,20221215,20221227,20221222,20575,1,98,SO73115,8.22,21.98
478,20221215,20221227,20221222,20575,1,98,SO73115,3.74,9.99
225,20221215,20221227,20221222,20575,1,98,SO73115,6.92,8.99
217,20221215,20221227,20221222,20575,1,98,SO73115,13.09,34.99
353,20221215,20221227,20221222,17767,1,100,SO73116,"1,265.62",2319.99
478,20221215,20221227,20221222,17767,1,100,SO73116,3.74,9.99
597,20221215,20221227,20221222,19337,1,98,SO73117,294.58,539.99
222,20221215,20221227,20221222,19337,1,98,SO73117,13.09,34.99
599,20221215,20221227,20221222,16271,1,100,SO73118,294.58,539.99
485,20221215,20221227,20221222,16271,1,100,SO73118,8.22,21.98
225,20221215,20221227,20221222,16271,1,100,SO73118,6.92,8.99
591,20221215,20221227,20221222,16268,1,100,SO73119,308.22,564.99
535,20221215,20221227,20221222,16268,1,100,SO73119,9.35,24.99
528,20221215,20221227,20221222,16268,1,100,SO73119,1.87,4.99
480,20221215,20221227,20221222,16268,2,100,SO73119,0.86,2.29
529,20221215,20221227,20221222,11500,1,19,SO73120,1.49,3.99
487,20221215,20221227,20221222,11500,1,19,SO73120,20.57,54.99
541,20221215,20221227,20221222,27635,1,100,SO73121,10.84,28.99
530,20221215,20221227,20221222,27635,1,100,SO73121,1.87,4.99
222,20221215,20221227,20221222,27635,1,100,SO73121,13.09,34.99
467,20221215,20221227,20221222,27635,1,100,SO73121,9.16,24.49
530,20221215,20221227,20221222,28275,1,100,SO73122,1.87,4.99
217,20221215,20221227,20221222,28275,1,100,SO73122,13.09,34.99
535,20221215,20221227,20221222,26119,1,100,SO73123,9.35,24.99
528,20221215,20221227,20221222,26119,1,100,SO73123,1.87,4.99
222,20221215,20221227,20221222,26119,1,100,SO73123,13.09,34.99
535,20221215,20221227,20221222,11215,1,19,SO73124,9.35,24.99
540,20221215,20221227,20221222,24237,1,100,SO73125,12.19,32.6
529,20221215,20221227,20221222,24237,1,100,SO73125,1.49,3.99
217,20221215,20221227,20221222,24237,1,100,SO73125,13.09,34.99
540,20221215,20221227,20221222,24287,1,100,SO73126,12.19,32.6
529,20221215,20221227,20221222,24287,1,100,SO73126,1.49,3.99
473,20221215,20221227,20221222,24287,1,100,SO73126,23.75,63.5
535,20221215,20221227,20221222,26092,1,100,SO73127,9.35,24.99
528,20221215,20221227,20221222,26092,1,100,SO73127,1.87,4.99
214,20221215,20221227,20221222,26092,1,100,SO73127,13.09,34.99
528,20221215,20221227,20221222,24925,1,100,SO73128,1.87,4.99
535,20221215,20221227,20221222,24925,1,100,SO73128,9.35,24.99
480,20221215,20221227,20221222,24925,2,100,SO73128,0.86,2.29
529,20221215,20221227,20221222,15872,1,19,SO73129,1.49,3.99
473,20221215,20221227,20221222,15872,1,19,SO73129,23.75,63.5
540,20221215,20221227,20221222,15872,1,19,SO73129,12.19,32.6
536,20221215,20221227,20221222,23820,1,100,SO73130,11.22,29.99
528,20221215,20221227,20221222,23820,1,100,SO73130,1.87,4.99
480,20221215,20221227,20221222,23820,1,100,SO73130,0.86,2.29
478,20221215,20221227,20221222,17360,1,19,SO73131,3.74,9.99
477,20221215,20221227,20221222,17360,1,19,SO73131,1.87,4.99
478,20221215,20221227,20221222,21733,1,100,SO73132,3.74,9.99
477,20221215,20221227,20221222,21733,1,100,SO73132,1.87,4.99
481,20221215,20221227,20221222,20356,1,100,SO73133,3.36,8.99
475,20221215,20221227,20221222,20356,1,100,SO73133,26.18,69.99
474,20221215,20221227,20221222,20336,1,100,SO73134,26.18,69.99
225,20221215,20221227,20221222,18311,1,100,SO73135,6.92,8.99
477,20221215,20221227,20221222,18311,1,100,SO73135,1.87,4.99
475,20221215,20221227,20221222,20762,1,100,SO73136,26.18,69.99
488,20221215,20221227,20221222,20762,1,100,SO73136,41.57,53.99
528,20221215,20221227,20221222,16084,1,100,SO73137,1.87,4.99
528,20221215,20221227,20221222,15782,1,100,SO73138,1.87,4.99
480,20221215,20221227,20221222,15782,2,100,SO73138,0.86,2.29
528,20221215,20221227,20221222,15818,1,100,SO73139,1.87,4.99
528,20221215,20221227,20221222,16933,1,98,SO73140,1.87,4.99
214,20221215,20221227,20221222,16933,1,98,SO73140,13.09,34.99
485,20221215,20221227,20221222,14781,1,100,SO73141,8.22,21.98
222,20221215,20221227,20221222,14781,1,100,SO73141,13.09,34.99
539,20221215,20221227,20221222,20725,1,98,SO73142,9.35,24.99
529,20221215,20221227,20221222,20725,1,98,SO73142,1.49,3.99
217,20221215,20221227,20221222,20725,1,98,SO73142,13.09,34.99
490,20221215,20221227,20221222,11487,1,100,SO73143,41.57,53.99
529,20221215,20221227,20221222,23218,1,100,SO73144,1.49,3.99
214,20221215,20221227,20221222,23218,1,100,SO73144,13.09,34.99
529,20221215,20221227,20221222,24215,1,100,SO73145,1.49,3.99
222,20221215,20221227,20221222,24215,1,100,SO73145,13.09,34.99
231,20221215,20221227,20221222,24215,1,100,SO73145,38.49,49.99
529,20221215,20221227,20221222,26888,1,98,SO73146,1.49,3.99
214,20221215,20221227,20221222,26888,1,98,SO73146,13.09,34.99
477,20221215,20221227,20221222,24207,1,98,SO73147,1.87,4.99
538,20221215,20221227,20221222,26819,1,100,SO73148,8.04,21.49
529,20221215,20221227,20221222,26819,1,100,SO73148,1.49,3.99
225,20221215,20221227,20221222,26819,1,100,SO73148,6.92,8.99
214,20221215,20221227,20221222,26819,1,100,SO73148,13.09,34.99
530,20221215,20221227,20221222,17808,1,98,SO73149,1.87,4.99
487,20221215,20221227,20221222,17808,1,98,SO73149,20.57,54.99
222,20221215,20221227,20221222,17808,1,98,SO73149,13.09,34.99
478,20221215,20221227,20221222,13593,1,100,SO73150,3.74,9.99
477,20221215,20221227,20221222,13593,1,100,SO73150,1.87,4.99
222,20221215,20221227,20221222,13593,1,100,SO73150,13.09,34.99
357,20221215,20221227,20221222,18876,1,100,SO73151,"1,265.62",2319.99
478,20221215,20221227,20221222,18876,1,100,SO73151,3.74,9.99
353,20221215,20221227,20221222,13730,2,100,SO73152,"1,265.62",2319.99
478,20221215,20221227,20221222,13730,1,100,SO73152,3.74,9.99
463,20221215,20221227,20221222,13730,1,100,SO73152,9.16,24.49
217,20221215,20221227,20221222,13730,1,100,SO73152,13.09,34.99
353,20221215,20221227,20221222,18566,1,100,SO73153,"1,265.62",2319.99
537,20221215,20221227,20221222,18566,1,100,SO73153,13.09,35
467,20221215,20221227,20221222,18566,1,100,SO73153,9.16,24.49
594,20221215,20221227,20221222,20015,1,100,SO73154,308.22,564.99
593,20221215,20221227,20221222,20003,1,100,SO73155,308.22,564.99
478,20221215,20221227,20221222,20003,1,100,SO73155,3.74,9.99
477,20221215,20221227,20221222,20003,1,100,SO73155,1.87,4.99
355,20221215,20221227,20221222,18515,1,100,SO73156,"1,265.62",2319.99
537,20221215,20221227,20221222,18515,1,100,SO73156,13.09,35
528,20221215,20221227,20221222,18515,1,100,SO73156,1.87,4.99
485,20221215,20221227,20221222,18515,1,100,SO73156,8.22,21.98
477,20221215,20221227,20221222,18515,1,100,SO73156,1.87,4.99
478,20221215,20221227,20221222,18515,1,100,SO73156,3.74,9.99
357,20221215,20221227,20221222,18511,1,100,SO73157,"1,265.62",2319.99
485,20221215,20221227,20221222,18511,1,100,SO73157,8.22,21.98
478,20221215,20221227,20221222,18511,1,100,SO73157,3.74,9.99
477,20221215,20221227,20221222,18511,1,100,SO73157,1.87,4.99
487,20221215,20221227,20221222,18511,1,100,SO73157,20.57,54.99
491,20221215,20221227,20221222,18511,1,100,SO73157,41.57,53.99
363,20221215,20221227,20221222,13878,1,19,SO73158,"1,251.98",2294.99
485,20221215,20221227,20221222,13878,1,19,SO73158,8.22,21.98
234,20221215,20221227,20221222,13878,1,19,SO73158,38.49,49.99
361,20221215,20221227,20221222,18442,1,100,SO73159,"1,251.98",2294.99
478,20221215,20221227,20221222,18442,1,100,SO73159,3.74,9.99
477,20221215,20221227,20221222,18442,1,100,SO73159,1.87,4.99
480,20221215,20221227,20221222,18442,1,100,SO73159,0.86,2.29
568,20221215,20221227,20221222,27895,1,100,SO73160,461.44,742.35
541,20221215,20221227,20221222,27895,1,100,SO73160,10.84,28.99
530,20221215,20221227,20221222,27895,1,100,SO73160,1.87,4.99
222,20221215,20221227,20221222,27895,1,100,SO73160,13.09,34.99
376,20221215,20221227,20221222,22200,1,6,SO73161,"1,554.95",2443.35
214,20221215,20221227,20221222,22200,1,6,SO73161,13.09,34.99
605,20221215,20221227,20221222,27487,1,6,SO73162,343.65,539.99
604,20221215,20221227,20221222,27488,1,6,SO73163,343.65,539.99
604,20221215,20221227,20221222,27490,1,6,SO73164,343.65,539.99
479,20221215,20221227,20221222,27490,1,6,SO73164,3.36,8.99
578,20221215,20221227,20221222,26302,1,100,SO73165,755.15,1214.85
541,20221215,20221227,20221222,26302,1,100,SO73165,10.84,28.99
530,20221215,20221227,20221222,26302,1,100,SO73165,1.87,4.99
217,20221215,20221227,20221222,26302,1,100,SO73165,13.09,34.99
465,20221215,20221227,20221222,26302,1,100,SO73165,9.16,24.49
579,20221215,20221227,20221222,26281,1,100,SO73166,755.15,1214.85
477,20221215,20221227,20221222,26281,1,100,SO73166,1.87,4.99
479,20221215,20221227,20221222,26281,1,100,SO73166,3.36,8.99
214,20221215,20221227,20221222,26281,1,100,SO73166,13.09,34.99
576,20221215,20221227,20221222,28247,1,100,SO73167,"1,481.94",2384.07
573,20221215,20221227,20221222,15846,1,19,SO73168,"1,481.94",2384.07
491,20221215,20221227,20221222,15846,1,19,SO73168,41.57,53.99
225,20221215,20221227,20221222,15846,1,19,SO73168,6.92,8.99
604,20221215,20221227,20221222,24400,1,100,SO73169,343.65,539.99
477,20221215,20221227,20221222,24400,1,100,SO73169,1.87,4.99
479,20221215,20221227,20221222,24400,1,100,SO73169,3.36,8.99
487,20221215,20221227,20221222,24400,1,100,SO73169,20.57,54.99
605,20221215,20221227,20221222,23896,1,100,SO73170,343.65,539.99
225,20221215,20221227,20221222,23896,1,100,SO73170,6.92,8.99
605,20221215,20221227,20221222,24311,1,100,SO73171,343.65,539.99
222,20221215,20221227,20221222,24311,1,100,SO73171,13.09,34.99
231,20221215,20221227,20221222,24311,1,100,SO73171,38.49,49.99
584,20221215,20221227,20221222,29027,1,19,SO73172,343.65,539.99
217,20221215,20221227,20221222,29027,1,19,SO73172,13.09,34.99
581,20221215,20221227,20221222,19109,1,100,SO73173,"1,082.51",1700.99
539,20221215,20221227,20221222,19109,1,100,SO73173,9.35,24.99
480,20221215,20221227,20221222,19109,1,100,SO73173,0.86,2.29
580,20221215,20221227,20221222,27305,1,98,SO73174,"1,082.51",1700.99
477,20221215,20221227,20221222,27305,1,98,SO73174,1.87,4.99
479,20221215,20221227,20221222,27305,1,98,SO73174,3.36,8.99
386,20221215,20221227,20221222,25502,1,98,SO73175,713.08,1120.49
490,20221215,20221227,20221222,25502,1,98,SO73175,41.57,53.99
386,20221215,20221227,20221222,28741,1,100,SO73176,713.08,1120.49
479,20221215,20221227,20221222,28741,1,100,SO73176,3.36,8.99
477,20221215,20221227,20221222,28741,1,100,SO73176,1.87,4.99
214,20221215,20221227,20221222,28741,1,100,SO73176,13.09,34.99
564,20221215,20221227,20221222,11417,1,100,SO73177,"1,481.94",2384.07
214,20221215,20221227,20221222,11417,1,100,SO73177,13.09,34.99
568,20221215,20221227,20221222,12011,2,6,SO73178,461.44,742.35
564,20221215,20221227,20221222,13649,1,6,SO73179,"1,481.94",2384.07
481,20221215,20221227,20221222,13649,2,6,SO73179,3.36,8.99
564,20221215,20221227,20221222,13955,1,6,SO73180,"1,481.94",2384.07
217,20221215,20221227,20221222,13955,1,6,SO73180,13.09,34.99
467,20221215,20221227,20221222,13955,2,6,SO73180,9.16,24.49
606,20221215,20221227,20221222,26561,2,6,SO73181,343.65,539.99
479,20221215,20221227,20221222,26561,1,6,SO73181,3.36,8.99
477,20221215,20221227,20221222,26561,1,6,SO73181,1.87,4.99
606,20221215,20221227,20221222,27470,1,6,SO73182,343.65,539.99
479,20221215,20221227,20221222,27470,1,6,SO73182,3.36,8.99
477,20221215,20221227,20221222,27470,1,6,SO73182,1.87,4.99
214,20221215,20221227,20221222,27470,1,6,SO73182,13.09,34.99
584,20221215,20221227,20221222,27483,1,6,SO73183,343.65,539.99
214,20221215,20221227,20221222,27483,1,6,SO73183,13.09,34.99
463,20221215,20221227,20221222,27483,1,6,SO73183,9.16,24.49
582,20221216,20221228,20221223,22943,1,6,SO73184,"1,082.51",1700.99
483,20221216,20221228,20221223,11142,1,19,SO73185,44.88,120
484,20221216,20221228,20221223,11262,1,19,SO73186,2.97,7.95
538,20221216,20221228,20221223,26129,1,6,SO73187,8.04,21.49
477,20221216,20221228,20221223,24472,1,6,SO73188,1.87,4.99
484,20221216,20221228,20221223,24472,1,6,SO73188,2.97,7.95
353,20221216,20221228,20221223,13511,1,100,SO73189,"1,265.62",2319.99
487,20221216,20221228,20221223,13511,1,100,SO73189,20.57,54.99
234,20221216,20221228,20221223,13511,1,100,SO73189,38.49,49.99
225,20221216,20221228,20221223,13511,1,100,SO73189,6.92,8.99
372,20221216,20221228,20221223,16572,1,100,SO73190,"1,554.95",2443.35
590,20221216,20221228,20221223,22617,1,100,SO73191,419.78,769.49
536,20221216,20221228,20221223,22617,1,100,SO73191,11.22,29.99
528,20221216,20221228,20221223,22617,1,100,SO73191,1.87,4.99
480,20221216,20221228,20221223,22617,1,100,SO73191,0.86,2.29
355,20221216,20221228,20221223,13552,1,100,SO73192,"1,265.62",2319.99
485,20221216,20221228,20221223,13552,1,100,SO73192,8.22,21.98
480,20221216,20221228,20221223,13552,1,100,SO73192,0.86,2.29
594,20221216,20221228,20221223,19301,1,98,SO73193,308.22,564.99
535,20221216,20221228,20221223,19301,1,98,SO73193,9.35,24.99
529,20221216,20221228,20221223,29076,1,100,SO73194,1.49,3.99
530,20221216,20221228,20221223,28289,1,100,SO73195,1.87,4.99
237,20221216,20221228,20221223,28289,1,100,SO73195,38.49,49.99
529,20221216,20221228,20221223,29035,1,100,SO73196,1.49,3.99
539,20221216,20221228,20221223,29035,1,100,SO73196,9.35,24.99
541,20221216,20221228,20221223,11300,1,19,SO73197,10.84,28.99
530,20221216,20221228,20221223,11300,1,19,SO73197,1.87,4.99
484,20221216,20221228,20221223,11300,1,19,SO73197,2.97,7.95
535,20221216,20221228,20221223,11091,1,19,SO73198,9.35,24.99
480,20221216,20221228,20221223,11091,1,19,SO73198,0.86,2.29
540,20221216,20221228,20221223,11276,1,19,SO73199,12.19,32.6
529,20221216,20221228,20221223,11276,1,19,SO73199,1.49,3.99
540,20221216,20221228,20221223,25165,1,100,SO73200,12.19,32.6
234,20221216,20221228,20221223,25165,1,100,SO73200,38.49,49.99
225,20221216,20221228,20221223,25165,1,100,SO73200,6.92,8.99
540,20221216,20221228,20221223,11276,1,19,SO73201,12.19,32.6
529,20221216,20221228,20221223,19647,1,19,SO73202,1.49,3.99
540,20221216,20221228,20221223,19647,1,19,SO73202,12.19,32.6
486,20221216,20221228,20221223,19647,1,19,SO73202,59.47,159
528,20221216,20221228,20221223,23063,1,100,SO73203,1.87,4.99
536,20221216,20221228,20221223,23063,1,100,SO73203,11.22,29.99
480,20221216,20221228,20221223,23063,1,100,SO73203,0.86,2.29
536,20221216,20221228,20221223,23400,1,100,SO73204,11.22,29.99
528,20221216,20221228,20221223,23301,1,100,SO73205,1.87,4.99
536,20221216,20221228,20221223,23301,1,100,SO73205,11.22,29.99
485,20221216,20221228,20221223,23301,1,100,SO73205,8.22,21.98
478,20221216,20221228,20221223,13466,1,19,SO73206,3.74,9.99
476,20221216,20221228,20221223,11652,1,19,SO73207,26.18,69.99
225,20221216,20221228,20221223,11652,1,19,SO73207,6.92,8.99
477,20221216,20221228,20221223,17178,1,100,SO73208,1.87,4.99
225,20221216,20221228,20221223,17178,1,100,SO73208,6.92,8.99
528,20221216,20221228,20221223,16212,1,100,SO73209,1.87,4.99
217,20221216,20221228,20221223,16212,1,100,SO73209,13.09,34.99
528,20221216,20221228,20221223,15738,1,100,SO73210,1.87,4.99
480,20221216,20221228,20221223,15738,2,100,SO73210,0.86,2.29
486,20221216,20221228,20221223,15738,1,100,SO73210,59.47,159
528,20221216,20221228,20221223,21759,1,19,SO73211,1.87,4.99
217,20221216,20221228,20221223,21759,1,19,SO73211,13.09,34.99
467,20221216,20221228,20221223,21759,1,19,SO73211,9.16,24.49
537,20221216,20221228,20221223,12406,1,100,SO73212,13.09,35
535,20221216,20221228,20221223,17855,1,98,SO73213,9.35,24.99
528,20221216,20221228,20221223,17855,1,98,SO73213,1.87,4.99
483,20221216,20221228,20221223,17855,1,98,SO73213,44.88,120
529,20221216,20221228,20221223,24579,1,100,SO73214,1.49,3.99
214,20221216,20221228,20221223,24579,1,100,SO73214,13.09,34.99
528,20221216,20221228,20221223,23599,1,98,SO73215,1.87,4.99
536,20221216,20221228,20221223,23599,1,98,SO73215,11.22,29.99
484,20221216,20221228,20221223,23599,1,98,SO73215,2.97,7.95
477,20221216,20221228,20221223,18630,1,100,SO73216,1.87,4.99
214,20221216,20221228,20221223,18630,1,100,SO73216,13.09,34.99
225,20221216,20221228,20221223,18630,1,100,SO73216,6.92,8.99
529,20221216,20221228,20221223,27958,1,98,SO73217,1.49,3.99
222,20221216,20221228,20221223,27958,1,98,SO73217,13.09,34.99
530,20221216,20221228,20221223,27187,1,100,SO73218,1.87,4.99
480,20221216,20221228,20221223,27187,2,100,SO73218,0.86,2.29
537,20221216,20221228,20221223,14371,1,19,SO73219,13.09,35
480,20221216,20221228,20221223,14371,1,19,SO73219,0.86,2.29
537,20221216,20221228,20221223,11668,1,100,SO73220,13.09,35
528,20221216,20221228,20221223,11668,1,100,SO73220,1.87,4.99
222,20221216,20221228,20221223,11668,1,100,SO73220,13.09,34.99
485,20221216,20221228,20221223,13306,1,100,SO73221,8.22,21.98
228,20221216,20221228,20221223,13306,1,100,SO73221,38.49,49.99
225,20221216,20221228,20221223,12516,1,100,SO73222,6.92,8.99
225,20221216,20221228,20221223,12594,1,98,SO73223,6.92,8.99
231,20221216,20221228,20221223,12336,1,98,SO73224,38.49,49.99
598,20221216,20221228,20221223,16210,1,100,SO73225,294.58,539.99
535,20221216,20221228,20221223,16210,1,100,SO73225,9.35,24.99
528,20221216,20221228,20221223,16210,1,100,SO73225,1.87,4.99
485,20221216,20221228,20221223,16210,1,100,SO73225,8.22,21.98
490,20221216,20221228,20221223,16210,1,100,SO73225,41.57,53.99
361,20221216,20221228,20221223,18594,1,100,SO73226,"1,251.98",2294.99
485,20221216,20221228,20221223,18594,1,100,SO73226,8.22,21.98
225,20221216,20221228,20221223,18594,1,100,SO73226,6.92,8.99
355,20221216,20221228,20221223,13918,1,19,SO73227,"1,265.62",2319.99
478,20221216,20221228,20221223,13918,1,19,SO73227,3.74,9.99
477,20221216,20221228,20221223,13918,1,19,SO73227,1.87,4.99
491,20221216,20221228,20221223,13918,1,19,SO73227,41.57,53.99
225,20221216,20221228,20221223,13918,1,19,SO73227,6.92,8.99
353,20221216,20221228,20221223,18613,2,100,SO73228,"1,265.62",2319.99
485,20221216,20221228,20221223,18613,1,100,SO73228,8.22,21.98
590,20221216,20221228,20221223,15530,1,19,SO73229,419.78,769.49
485,20221216,20221228,20221223,15530,1,19,SO73229,8.22,21.98
487,20221216,20221228,20221223,15530,1,19,SO73229,20.57,54.99
590,20221216,20221228,20221223,15520,2,100,SO73230,419.78,769.49
217,20221216,20221228,20221223,15520,1,100,SO73230,13.09,34.99
463,20221216,20221228,20221223,15520,1,100,SO73230,9.16,24.49
589,20221216,20221228,20221223,15472,1,100,SO73231,419.78,769.49
484,20221216,20221228,20221223,15472,1,100,SO73231,2.97,7.95
359,20221216,20221228,20221223,18532,1,100,SO73232,"1,251.98",2294.99
537,20221216,20221228,20221223,18532,1,100,SO73232,13.09,35
528,20221216,20221228,20221223,18532,1,100,SO73232,1.87,4.99
480,20221216,20221228,20221223,18532,1,100,SO73232,0.86,2.29
484,20221216,20221228,20221223,18532,1,100,SO73232,2.97,7.95
363,20221216,20221228,20221223,18376,1,100,SO73233,"1,251.98",2294.99
537,20221216,20221228,20221223,18376,1,100,SO73233,13.09,35
528,20221216,20221228,20221223,18376,1,100,SO73233,1.87,4.99
222,20221216,20221228,20221223,18376,1,100,SO73233,13.09,34.99
363,20221216,20221228,20221223,18394,1,100,SO73234,"1,251.98",2294.99
480,20221216,20221228,20221223,18394,1,100,SO73234,0.86,2.29
572,20221216,20221228,20221223,27881,1,100,SO73235,461.44,742.35
217,20221216,20221228,20221223,27881,1,100,SO73235,13.09,34.99
576,20221216,20221228,20221223,18141,1,98,SO73236,"1,481.94",2384.07
530,20221216,20221228,20221223,18141,1,98,SO73236,1.87,4.99
541,20221216,20221228,20221223,18141,1,98,SO73236,10.84,28.99
480,20221216,20221228,20221223,18141,1,98,SO73236,0.86,2.29
581,20221216,20221228,20221223,24481,1,6,SO73237,"1,082.51",1700.99
222,20221216,20221228,20221223,24481,1,6,SO73237,13.09,34.99
382,20221216,20221228,20221223,26652,1,6,SO73238,713.08,1120.49
214,20221216,20221228,20221223,26652,1,6,SO73238,13.09,34.99
600,20221216,20221228,20221223,13020,1,6,SO73239,294.58,539.99
225,20221216,20221228,20221223,26305,1,100,SO73240,6.92,8.99
578,20221216,20221228,20221223,26305,1,100,SO73240,755.15,1214.85
357,20221216,20221228,20221223,16494,1,6,SO73241,"1,265.62",2319.99
487,20221216,20221228,20221223,16494,1,6,SO73241,20.57,54.99
484,20221216,20221228,20221223,16494,1,6,SO73241,2.97,7.95
568,20221216,20221228,20221223,25856,1,100,SO73242,461.44,742.35
484,20221216,20221228,20221223,25856,1,100,SO73242,2.97,7.95
575,20221216,20221228,20221223,28078,1,100,SO73243,"1,481.94",2384.07
479,20221216,20221228,20221223,28078,1,100,SO73243,3.36,8.99
477,20221216,20221228,20221223,28078,1,100,SO73243,1.87,4.99
222,20221216,20221228,20221223,28078,1,100,SO73243,13.09,34.99
604,20221216,20221228,20221223,24337,1,100,SO73244,343.65,539.99
538,20221216,20221228,20221223,24337,1,100,SO73244,8.04,21.49
529,20221216,20221228,20221223,24337,1,100,SO73244,1.49,3.99
222,20221216,20221228,20221223,24337,1,100,SO73244,13.09,34.99
386,20221216,20221228,20221223,20670,1,19,SO73245,713.08,1120.49
237,20221216,20221228,20221223,20670,1,19,SO73245,38.49,49.99
482,20221216,20221228,20221223,20670,1,19,SO73245,3.36,8.99
390,20221216,20221228,20221223,22036,1,100,SO73246,713.08,1120.49
217,20221216,20221228,20221223,22036,1,100,SO73246,13.09,34.99
583,20221216,20221228,20221223,21297,1,100,SO73247,"1,082.51",1700.99
214,20221216,20221228,20221223,21297,1,100,SO73247,13.09,34.99
581,20221216,20221228,20221223,18804,1,100,SO73248,"1,082.51",1700.99
214,20221216,20221228,20221223,18804,1,100,SO73248,13.09,34.99
467,20221216,20221228,20221223,18804,1,100,SO73248,9.16,24.49
231,20221216,20221228,20221223,18804,1,100,SO73248,38.49,49.99
582,20221216,20221228,20221223,22600,1,98,SO73249,"1,082.51",1700.99
222,20221216,20221228,20221223,22600,1,98,SO73249,13.09,34.99
582,20221216,20221228,20221223,19309,1,100,SO73250,"1,082.51",1700.99
214,20221216,20221228,20221223,19309,1,100,SO73250,13.09,34.99
386,20221216,20221228,20221223,22391,1,100,SO73251,713.08,1120.49
491,20221216,20221228,20221223,22391,1,100,SO73251,41.57,53.99
584,20221216,20221228,20221223,13580,1,100,SO73252,343.65,539.99
217,20221216,20221228,20221223,13580,1,100,SO73252,13.09,34.99
568,20221216,20221228,20221223,11930,2,6,SO73253,461.44,742.35
563,20221216,20221228,20221223,13645,1,6,SO73254,"1,481.94",2384.07
477,20221216,20221228,20221223,13645,1,6,SO73254,1.87,4.99
479,20221216,20221228,20221223,13645,1,6,SO73254,3.36,8.99
604,20221216,20221228,20221223,26923,1,6,SO73255,343.65,539.99
574,20221217,20221229,20221224,14038,1,6,SO73256,"1,481.94",2384.07
225,20221217,20221229,20221224,14038,1,6,SO73256,6.92,8.99
483,20221217,20221229,20221224,11711,1,19,SO73257,44.88,120
484,20221217,20221229,20221224,11881,1,100,SO73258,2.97,7.95
483,20221217,20221229,20221224,28617,1,100,SO73259,44.88,120
234,20221217,20221229,20221224,28617,1,100,SO73259,38.49,49.99
225,20221217,20221229,20221224,28617,1,100,SO73259,6.92,8.99
529,20221217,20221229,20221224,18443,1,6,SO73260,1.49,3.99
538,20221217,20221229,20221224,18443,1,6,SO73260,8.04,21.49
217,20221217,20221229,20221224,18443,1,6,SO73260,13.09,34.99
528,20221217,20221229,20221224,13008,1,6,SO73261,1.87,4.99
485,20221217,20221229,20221224,13008,1,6,SO73261,8.22,21.98
222,20221217,20221229,20221224,13008,1,6,SO73261,13.09,34.99
217,20221217,20221229,20221224,15805,1,6,SO73262,13.09,34.99
225,20221217,20221229,20221224,17319,1,6,SO73263,6.92,8.99
487,20221217,20221229,20221224,13624,1,6,SO73264,20.57,54.99
359,20221217,20221229,20221224,26406,1,100,SO73265,"1,251.98",2294.99
478,20221217,20221229,20221224,26406,1,100,SO73265,3.74,9.99
463,20221217,20221229,20221224,26406,1,100,SO73265,9.16,24.49
477,20221217,20221229,20221224,26406,1,100,SO73265,1.87,4.99
590,20221217,20221229,20221224,16573,1,98,SO73266,419.78,769.49
228,20221217,20221229,20221224,16573,1,98,SO73266,38.49,49.99
361,20221217,20221229,20221224,25786,1,100,SO73267,"1,251.98",2294.99
214,20221217,20221229,20221224,25786,1,100,SO73267,13.09,34.99
361,20221217,20221229,20221224,24841,1,100,SO73268,"1,251.98",2294.99
485,20221217,20221229,20221224,24841,1,100,SO73268,8.22,21.98
480,20221217,20221229,20221224,24841,1,100,SO73268,0.86,2.29
361,20221217,20221229,20221224,23621,1,100,SO73269,"1,251.98",2294.99
477,20221217,20221229,20221224,23621,1,100,SO73269,1.87,4.99
